Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
22,18,Banking,Project Manager,Insurance,D,Medical Officer,PG,Arts,Surat,1998.0,,,,,,,Chennai,Bangalore,3507061,N,Key_Performer,3,0,1,0,4559179
3,2,Marketing,Project Manager,Retail,K,Scientist,Under Grad,,,,,,,,,,Kolkata,Lucknow,503770,Y,A,2,5,4,0,654901
25,22,Engineering,Sales Manager,Insurance,G,Network Engineer,Doctorate,Economics,Jaipur,1986.0,Others,Jaipur,1988.0,Economics,Mangalore,1995.0,Mumbai,Nagpur,2452430,N,A,2,3,0,0,3310780
12,2,Others,Others,Retail,L,Director,Doctorate,Mathematics,Jaipur,2001.0,Mathematics,Jaipur,2003.0,Mathematics,Lucknow,2008.0,Ahmedabad,Surat,1780533,Y,A,6,4,0,0,2492746
14,3,Engineering,Consultant,Training,F,Manager,Under Grad,,,,,,,,,,Jaipur,Chennai,1259044,Y,Key_Performer,4,6,3,0,1636757
23,20,,Analyst,BFSI,H,fresher,Grad,Sociology,Delhi,1997.0,,,,,,,Mumbai,Bhubaneswar,2448381,N,B,4,1,0,0,3060476
16,5,,Project Manager,Telecom,L,Assistant Manager,Doctorate,Botony,Lucknow,1996.0,Botony,Lucknow,1998.0,Botony,Guwahati,2004.0,Jaipur,Delhi,3662086,N,A,3,3,0,0,4943816
5,1,Sales,Associate,Insurance,N,Others,Doctorate,Psychology,Bhubaneswar,2015.0,,,,,,,Kolkata,Ahmedabad,1306703,N,Key_Performer,4,0,0,0,1834611
22,21,Education,Consultant,FMCG,P,Marketing Manager,Doctorate,Sociology,Ahmedabad,1998.0,Sociology,Ahmedabad,2017.0,,,,Pune,Pune,2643636,N,D,5,2,0,0,3283395
15,10,Healthcare,Others,Training,F,fresher,PG,Sociology,Surat,2005.0,Sociology,Surat,2010.0,,,,Delhi,Bangalore,2022212,N,D,4,2,1,0,2418565
6,3,Others,Team Lead,Others,H,Manager,Doctorate,Arts,Delhi,2014.0,Arts,Delhi,2014.0,,,,Jaipur,Guwahati,1560571,N,Key_Performer,1,0,0,0,2191041
15,10,Education,Bio statistician,Retail,E,CA,Under Grad,,,,,,,,,,Delhi,Mangalore,2689068,Y,A,3,1,3,0,3495788
11,5,Top Management,Area Sales Manager,IT,L,Assistant Manager,Doctorate,Statistics,Kolkata,2000.0,Statistics,Kolkata,2002.0,Statistics,Mumbai,2009.0,Ahmedabad,Delhi,2370493,Y,Key_Performer,3,8,0,0,3318690
12,12,Healthcare,Analyst,IT,H,Consultant,PG,Arts,Surat,1999.0,Arts,Surat,2001.0,Arts,Guwahati,2008.0,Guwahati,Lucknow,1881830,Y,Key_Performer,3,3,0,0,2484015
21,13,Education,Sales Manager,Others,F,Marketing Manager,PG,Arts,Jaipur,1999.0,Arts,Jaipur,2013.0,,,,Kanpur,Chennai,2361486,Y,Key_Performer,3,2,1,0,3117161
3,1,Engineering,Financial Analyst,Insurance,B,Web Designer,Grad,Economics,Surat,2011.0,Economics,Surat,2013.0,Economics,Lucknow,2017.0,Delhi,Surat,611777,N,B,3,6,0,0,764721
6,1,Analytics/BI,Bio statistician,Others,P,Manager,Grad,Economics,Kolkata,2014.0,Economics,Kolkata,2020.0,,,,Bangalore,Chennai,1476655,N,D,3,2,0,0,1698153
17,11,Education,CEO,Training,E,Research Analyst,PG,Chemistry,Mangalore,2003.0,Chemistry,Mangalore,2018.0,,,,Nagpur,Lucknow,2011874,N,D,5,2,1,0,2406201
20,19,Top Management,Senior Researcher,Insurance,M,Others,Grad,Botony,Jaipur,2000.0,Botony,Jaipur,2016.0,,,,Ahmedabad,Mumbai,2311317,N,A,3,0,0,0,2889146
10,2,,Senior Researcher,FMCG,G,Others,Grad,Zoology,Bhubaneswar,2003.0,Zoology,Bhubaneswar,2005.0,Zoology,Jaipur,2010.0,Delhi,Delhi,2032691,N,A,2,8,0,0,2540863
23,13,Marketing,Sales Execituve,Analytics,E,Manager,PG,Others,Surat,1989.0,Zoology,Surat,1991.0,Botony,Nagpur,1997.0,Kolkata,Pune,2425837,N,C,2,8,0,0,2901301
22,19,IT-Software,Sales Manager,Telecom,J,Web Designer,PG,Others,Nagpur,1992.0,Zoology,Nagpur,1994.0,Zoology,Ahmedabad,1998.0,Jaipur,Ahmedabad,2650725,Y,C,3,7,1,0,3219040
23,23,Healthcare,Business Analyst,Aviation,N,Software Developer,Doctorate,Economics,Bhubaneswar,1997.0,Economics,Bhubaneswar,2015.0,,,,Mangalore,Kanpur,3275340,Y,Key_Performer,3,1,0,0,4585476
10,5,Education,Bio statistician,Analytics,D,Research Analyst,Doctorate,Economics,Mangalore,2003.0,Economics,Mangalore,2005.0,Economics,Guwahati,2010.0,Nagpur,Pune,1474038,N,A,4,5,0,0,1989951
22,9,Banking,Analyst,Retail,I,Network Engineer,Grad,Statistics,Surat,1998.0,Statistics,Surat,2011.0,,,,Nagpur,Surat,2427342,N,C,2,0,3,0,2791443
8,0,HR,Senior Researcher,BFSI,L,Sr.Manager,Doctorate,Sociology,Ahmedabad,2012.0,Sociology,Ahmedabad,2011.0,,,,Mumbai,Bhubaneswar,1915248,N,Key_Performer,2,2,0,0,2689008
7,4,Education,Sales Execituve,FMCG,J,Marketing Manager,Under Grad,,,,,,,,,,Jaipur,Kanpur,535745,N,D,1,8,3,0,616106
6,1,HR,Sales Manager,Training,N,Research Analyst,PG,Economics,Lucknow,2006.0,Economics,Lucknow,2008.0,Economics,Guwahati,2014.0,Mumbai,Mumbai,1115700,N,B,1,7,4,0,1450410
22,9,Analytics/BI,Senior Researcher,Retail,N,Others,PG,Zoology,Ahmedabad,1989.0,Zoology,Ahmedabad,1991.0,Zoology,Mumbai,1998.0,Bhubaneswar,Mangalore,2444109,N,C,3,4,0,0,2923154
9,4,Accounts,Consultant,Analytics,P,Director,Under Grad,,,,,,,,,,Chennai,Surat,943552,N,D,4,1,3,0,1085084
8,7,Sales,Senior Researcher,IT,H,fresher,PG,Zoology,Delhi,2003.0,Zoology,Delhi,2005.0,Zoology,Nagpur,2012.0,Delhi,Kanpur,2084929,N,D,1,6,0,0,2493575
3,3,Sales,Business Analyst,Aviation,B,Consultant,Under Grad,,,,,,,,,,Mangalore,Chennai,563476,N,B,3,0,1,0,704345
5,4,Education,Associate,Telecom,O,Sr.Manager,Under Grad,,,,,,,,,,Bangalore,Delhi,478431,Y,Key_Performer,6,8,2,0,646838
11,1,,Senior Researcher,FMCG,D,Others,Under Grad,,,,,,,,,,Chennai,Mumbai,1690751,N,C,4,4,5,0,1944363
24,23,Banking,Project Manager,Training,D,Consultant,Doctorate,Arts,Bhubaneswar,1988.0,Arts,Bhubaneswar,1990.0,Others,Ahmedabad,1996.0,Nagpur,Nagpur,2773420,Y,Key_Performer,5,5,0,0,3882788
10,8,Education,Senior Researcher,FMCG,G,Marketing Manager,Under Grad,,,,,,,,,,Bhubaneswar,Mumbai,1643101,Y,Key_Performer,4,5,2,0,2136031
17,7,Education,Sales Manager,Insurance,J,Research Analyst,PG,Chemistry,Kolkata,1996.0,Chemistry,Kolkata,1998.0,Chemistry,Lucknow,2003.0,Delhi,Nagpur,1962774,Y,A,4,7,0,0,2590861
18,0,Others,Head,Retail,A,Others,Grad,Economics,Bhubaneswar,1996.0,Others,Bhubaneswar,1998.0,Zoology,Mumbai,2002.0,Ahmedabad,Pune,2504991,N,A,4,7,0,1,3131238
1,1,Sales,Sales Execituve,IT,K,fresher,Grad,Zoology,Guwahati,2019.0,Zoology,Guwahati,2009.0,,,,Mangalore,Surat,545733,N,B,3,2,0,0,682166
16,6,,Consultant,Training,J,Others,PG,Botony,Mumbai,1998.0,Botony,Mumbai,2000.0,Botony,Mumbai,2004.0,Jaipur,Nagpur,3216690,N,D,6,6,1,0,3847161
20,3,Others,Sales Manager,Telecom,N,Data Analyst,Grad,Statistics,Delhi,2000.0,Statistics,Delhi,2011.0,,,,Ahmedabad,Guwahati,2254854,N,C,3,2,2,0,2593082
14,4,HR,Analyst,IT,P,Research Analyst,Under Grad,,,,,,,,,,Ahmedabad,Mangalore,1389224,N,D,6,4,1,0,1597607
0,0,,,,,fresher,Doctorate,Psychology,Delhi,2020.0,Psychology,Delhi,2021.0,,,,Bangalore,Kolkata,0,N,,0,1,0,0,442586
20,11,HR,Project Manager,Retail,A,Medical Officer,Under Grad,,,,,,,,,,Lucknow,Surat,2061334,N,C,5,2,2,0,2370534
11,5,IT-Software,Project Manager,Others,N,Consultant,Doctorate,Mathematics,Guwahati,2001.0,Mathematics,Guwahati,2003.0,Mathematics,Lucknow,2009.0,Bangalore,Pune,2283792,N,A,6,6,0,0,3083119
25,10,Banking,Business Analyst,Telecom,L,Product Manager,Doctorate,Botony,Mumbai,1995.0,Botony,Mumbai,2018.0,,,,Surat,Jaipur,2837770,N,A,5,0,0,0,3830989
2,0,Healthcare,Others,Telecom,A,Data Analyst,PG,Zoology,Bhubaneswar,2011.0,Zoology,Bhubaneswar,2013.0,Zoology,Bhubaneswar,2018.0,Bhubaneswar,Jaipur,754134,N,D,1,8,1,0,901944
25,7,IT-Software,Business Analyst,BFSI,L,Network Engineer,PG,Statistics,Pune,1987.0,Statistics,Pune,1989.0,Statistics,Jaipur,1995.0,Kanpur,Ahmedabad,3061671,N,D,6,7,1,0,3661758
3,1,Education,Financial Analyst,Aviation,G,Network Engineer,PG,Engineering,Ahmedabad,2011.0,Engineering,Ahmedabad,2013.0,Engineering,Jaipur,2017.0,Surat,Surat,659302,N,C,2,5,1,0,788525
0,0,,,,,fresher,PG,Arts,Pune,2020.0,Arts,Pune,2012.0,,,,Lucknow,Chennai,0,N,,0,1,0,0,381951
3,2,,Analyst,Aviation,I,Manager,Under Grad,,,,,,,,,,Mangalore,Chennai,402896,N,A,1,5,0,0,503620
3,0,Analytics/BI,Others,Retail,I,Product Manager,Doctorate,Arts,Ahmedabad,2017.0,Others,Ahmedabad,2009.0,,,,Nagpur,Ahmedabad,1155349,N,A,3,1,0,0,1559721
16,16,HR,Bio statistician,Others,C,Marketing Manager,Grad,Arts,Mumbai,1998.0,Arts,Mumbai,2000.0,Arts,Ahmedabad,2004.0,Surat,Surat,2591350,N,B,5,4,0,0,3239187
8,1,HR,Business Analyst,IT,I,Sr.Manager,Grad,Engineering,Pune,2003.0,Engineering,Pune,2005.0,Engineering,Kolkata,2012.0,Bangalore,Bangalore,1121707,N,C,4,6,0,0,1289963
6,1,Education,Sales Execituve,IT,C,Network Engineer,Under Grad,,,,,,,,,,Chennai,Mumbai,530904,Y,A,6,4,0,0,717782
7,7,Analytics/BI,Team Lead,FMCG,N,Marketing Manager,Grad,Zoology,Jaipur,2013.0,,,,,,,Guwahati,Lucknow,934959,N,C,5,0,0,0,1075202
9,0,,Project Manager,Analytics,L,Marketing Manager,Doctorate,Arts,Mangalore,2011.0,,,,,,,Chennai,Jaipur,2114416,N,C,2,1,0,0,2626104
7,2,Top Management,Area Sales Manager,BFSI,O,Data Analyst,Grad,Chemistry,Ahmedabad,2013.0,Chemistry,Ahmedabad,2012.0,,,,Mumbai,Kolkata,1245909,N,A,1,0,2,0,1619681
18,4,Analytics/BI,Scientist,BFSI,I,Product Manager,Grad,Engineering,Mumbai,1996.0,Engineering,Mumbai,1998.0,Others,Jaipur,2002.0,Kolkata,Bhubaneswar,2536249,Y,Key_Performer,3,4,0,1,3246398
10,10,Marketing,Financial Analyst,Telecom,D,Assistant Manager,Grad,Others,Kolkata,2003.0,Engineering,Kolkata,2005.0,Arts,Mumbai,2010.0,Nagpur,Mangalore,1831237,Y,C,4,3,1,0,2156464
8,6,Healthcare,Project Manager,Training,O,Manager,Doctorate,Sociology,Surat,2012.0,,,,,,,Lucknow,Delhi,2155318,N,C,1,1,0,0,2676904
6,1,Others,Others,Aviation,D,Assistant Manager,Under Grad,,,,,,,,,,Bangalore,Delhi,825530,N,C,3,3,0,0,949359
7,1,Accounts,Team Lead,Aviation,M,Assistant Manager,Doctorate,Chemistry,Surat,2004.0,Chemistry,Surat,2006.0,Chemistry,Ahmedabad,2013.0,Mangalore,Mangalore,1718283,N,C,5,3,0,0,2134107
19,5,Analytics/BI,Head,Analytics,J,Research Analyst,Grad,Psychology,Guwahati,1993.0,Psychology,Guwahati,1995.0,Psychology,Bangalore,2001.0,Guwahati,Kanpur,2616967,N,A,6,6,4,0,3271208
21,17,Sales,CEO,Aviation,L,Network Engineer,Under Grad,,,,,,,,,,Pune,Guwahati,2025673,Y,Key_Performer,2,4,0,0,2633374
8,0,Top Management,Team Lead,Aviation,A,Consultant,Grad,Others,Mumbai,2004.0,Others,Mumbai,2006.0,Statistics,Mangalore,2012.0,Kolkata,Jaipur,978309,N,C,5,8,0,0,1125055
15,9,,Sales Execituve,BFSI,C,Marketing Manager,Doctorate,Psychology,Guwahati,1999.0,Psychology,Guwahati,2001.0,Others,Bhubaneswar,2005.0,Bangalore,Delhi,2166472,N,A,3,7,0,0,2924737
20,15,Others,Analyst,IT,J,Research Analyst,Grad,Chemistry,Bhubaneswar,2000.0,Chemistry,Bhubaneswar,2011.0,,,,Mangalore,Nagpur,2798587,N,B,4,2,1,0,3498233
22,10,Education,Sales Execituve,Aviation,L,Network Engineer,Grad,Statistics,Nagpur,1992.0,Statistics,Nagpur,1994.0,Statistics,Jaipur,1998.0,Kolkata,Mangalore,1914540,N,B,4,8,3,0,2393175
25,24,Marketing,Head,Training,M,HR,Under Grad,,,,,,,,,,Pune,Pune,1617779,N,C,4,5,3,1,1860445
6,4,HR,Project Manager,Retail,I,Network Engineer,Under Grad,,,,,,,,,,Delhi,Surat,905020,N,D,5,3,4,0,1040773
8,0,Marketing,Sales Manager,Retail,N,Sr.Manager,Grad,Zoology,Guwahati,2012.0,Zoology,Guwahati,2018.0,,,,Pune,Lucknow,1412487,N,D,4,1,0,0,1624360
18,5,HR,Sales Execituve,Training,I,Director,Under Grad,,,,,,,,,,Nagpur,Bangalore,1824255,N,C,3,8,2,0,2097893
22,11,Analytics/BI,Team Lead,Telecom,E,Software Developer,PG,Engineering,Bhubaneswar,1989.0,Engineering,Bhubaneswar,1991.0,Engineering,Lucknow,1998.0,Kanpur,Bangalore,3134413,Y,B,5,6,1,0,4137425
16,7,Analytics/BI,Business Analyst,Others,C,Data Analyst,PG,Others,Mumbai,2004.0,Arts,Mumbai,2010.0,,,,Kanpur,Mangalore,3592703,N,Key_Performer,6,2,1,0,4670513
6,1,Sales,Associate,Automobile,B,Assistant Manager,Under Grad,,,,,,,,,,Pune,Bangalore,832963,N,C,6,6,3,0,957907
5,3,Healthcare,Consultant,Aviation,E,Research Analyst,Doctorate,Chemistry,Delhi,2009.0,Chemistry,Delhi,2011.0,Chemistry,Surat,2015.0,Bhubaneswar,Jaipur,1164163,N,D,3,7,0,0,1445890
10,10,IT-Software,Business Analyst,Aviation,M,Network Engineer,Doctorate,Chemistry,Surat,2010.0,Chemistry,Surat,2014.0,,,,Mumbai,Surat,2061827,N,Key_Performer,5,0,0,0,2783466
19,14,Education,Project Manager,Training,L,Network Engineer,Grad,Chemistry,Mumbai,1994.0,Chemistry,Mumbai,1996.0,Chemistry,Jaipur,2001.0,Guwahati,Chennai,2340784,N,D,3,7,4,0,2691901
10,1,Banking,Bio statistician,Analytics,K,Director,Doctorate,Others,Mumbai,2004.0,Arts,Mumbai,2006.0,Arts,Lucknow,2010.0,Kolkata,Nagpur,1590977,Y,D,6,5,0,0,2049178
21,8,Accounts,Financial Analyst,Automobile,G,Sr.Manager,PG,Economics,Ahmedabad,1993.0,Others,Ahmedabad,1995.0,Mathematics,Guwahati,1999.0,Lucknow,Ahmedabad,1766215,N,A,5,7,0,0,2296079
11,0,Sales,Team Lead,FMCG,N,Product Manager,PG,Sociology,Jaipur,2009.0,Sociology,Jaipur,2022.0,,,,Kolkata,Bhubaneswar,1804536,N,C,6,2,0,0,2158225
13,0,Marketing,CEO,BFSI,C,HR,Under Grad,,,,,,,,,,Surat,Kanpur,1594622,Y,Key_Performer,3,5,0,1,2073008
17,3,Others,Head,Training,K,Manager,Doctorate,Chemistry,Lucknow,1996.0,Chemistry,Lucknow,1998.0,Chemistry,Guwahati,2003.0,Surat,Lucknow,2887587,N,D,4,8,0,1,3586383
23,13,Others,Bio statistician,Telecom,G,Sr.Manager,Under Grad,,,,,,,,,,Jaipur,Ahmedabad,2411131,N,D,3,1,1,0,2772800
22,11,Accounts,Scientist,BFSI,I,Marketing Manager,Doctorate,Mathematics,Bhubaneswar,1992.0,Mathematics,Bhubaneswar,1994.0,Mathematics,Delhi,1998.0,Kolkata,Mumbai,3918328,N,A,5,8,0,0,5289742
13,3,Education,Head,BFSI,M,Data Analyst,Grad,Arts,Bangalore,1998.0,Others,Bangalore,2000.0,Psychology,Bangalore,2007.0,Nagpur,Kolkata,1875667,Y,Key_Performer,3,3,4,0,2400853
6,1,Sales,Financial Analyst,Aviation,B,Research Analyst,Under Grad,,,,,,,,,,Delhi,Bangalore,677197,N,B,4,6,0,0,846496
6,4,Others,Scientist,Telecom,G,fresher,Under Grad,,,,,,,,,,Pune,Pune,777600,N,A,1,2,3,1,1010880
2,1,HR,Financial Analyst,Aviation,F,Web Designer,Grad,Engineering,Delhi,2009.0,Others,Delhi,2011.0,Others,Guwahati,2018.0,Ahmedabad,Bangalore,416305,N,C,1,7,0,0,478750
21,18,Analytics/BI,Data scientist,Analytics,G,Research Analyst,Grad,Zoology,Mangalore,1992.0,Zoology,Mangalore,1994.0,Zoology,Surat,1999.0,Jaipur,Mumbai,2689320,N,C,2,6,0,0,3092718
23,0,HR,Project Manager,Others,D,Software Developer,PG,Mathematics,Jaipur,1990.0,Others,Jaipur,1992.0,Chemistry,Jaipur,1997.0,Kolkata,Kolkata,3073641,Y,Key_Performer,3,4,0,0,4057206
9,7,Marketing,Business Analyst,IT,E,Sr.Manager,Doctorate,Economics,Lucknow,2004.0,Economics,Lucknow,2006.0,Economics,Jaipur,2011.0,Pune,Delhi,2095390,Y,Key_Performer,6,7,0,0,2933546
10,6,Engineering,Others,IT,H,Sr.Manager,Doctorate,Sociology,Ahmedabad,2010.0,Sociology,Ahmedabad,2013.0,,,,Guwahati,Nagpur,1967113,N,D,3,0,0,0,2443154
8,5,HR,Senior Researcher,Others,A,HR,Grad,Zoology,Jaipur,2012.0,Others,Jaipur,2020.0,,,,Nagpur,Lucknow,1123441,N,C,3,1,0,0,1291957
24,23,Education,Team Lead,BFSI,K,Manager,Doctorate,Statistics,Mumbai,1989.0,Statistics,Mumbai,1991.0,Statistics,Lucknow,1996.0,Kanpur,Guwahati,3202633,N,B,5,7,0,0,4323554
12,6,IT-Software,Consultant,Automobile,K,Others,Under Grad,,,,,,,,,,Jaipur,Chennai,1672755,Y,A,3,6,3,0,2174581
8,2,Others,Senior Researcher,IT,A,Others,Grad,Zoology,Ahmedabad,2006.0,Zoology,Ahmedabad,2008.0,Zoology,Pune,2012.0,Nagpur,Bangalore,1222582,N,B,4,8,0,0,1528227
20,1,Others,Scientist,Automobile,E,Director,PG,Engineering,Jaipur,2000.0,Engineering,Jaipur,2009.0,,,,Delhi,Surat,2645445,N,A,6,0,2,1,3439078
6,6,Education,Associate,BFSI,A,Medical Officer,Doctorate,Arts,Ahmedabad,2008.0,Arts,Ahmedabad,2010.0,Others,Jaipur,2014.0,Guwahati,Pune,1646680,Y,Key_Performer,6,4,0,0,2397566
8,4,Education,Scientist,IT,D,Sr.Manager,Grad,Economics,Nagpur,2003.0,Economics,Nagpur,2005.0,Economics,Kolkata,2012.0,Nagpur,Lucknow,855237,Y,B,6,3,0,1,1094703
14,10,HR,CEO,IT,I,Research Analyst,Grad,Arts,Lucknow,1997.0,Arts,Lucknow,1999.0,Arts,Lucknow,2006.0,Lucknow,Chennai,1846952,Y,Key_Performer,4,7,0,0,2364098
17,4,Others,Sales Manager,BFSI,E,Marketing Manager,Doctorate,Mathematics,Mangalore,1997.0,Mathematics,Mangalore,1999.0,Others,Bangalore,2003.0,Chennai,Mumbai,3161561,Y,B,4,4,0,0,4426185
7,7,Engineering,Business Analyst,Aviation,A,Product Manager,Grad,Engineering,Pune,2007.0,Engineering,Pune,2009.0,Engineering,Bangalore,2013.0,Bhubaneswar,Mangalore,1057817,Y,Key_Performer,5,3,0,0,1408165
24,20,Engineering,Scientist,BFSI,L,Network Engineer,Grad,Economics,Guwahati,1989.0,Economics,Guwahati,1991.0,Economics,Surat,1996.0,Jaipur,Pune,2438509,N,A,6,6,0,1,3048136
10,2,Analytics/BI,Others,Aviation,A,Medical Officer,Doctorate,Chemistry,Jaipur,2001.0,Chemistry,Jaipur,2003.0,Chemistry,Guwahati,2010.0,Pune,Nagpur,2158913,N,C,6,5,0,0,2681369
25,0,Banking,Head,Insurance,K,CA,PG,Economics,Lucknow,1995.0,Economics,Lucknow,2017.0,,,,Kanpur,Chennai,2962752,N,D,3,2,0,1,3543451
18,4,,CEO,Telecom,F,Manager,PG,Sociology,Mangalore,2002.0,Others,Mangalore,2017.0,,,,Bangalore,Mangalore,3225894,N,C,3,0,1,0,3858169
17,3,Marketing,Sales Execituve,BFSI,O,Web Designer,Under Grad,,,,,,,,,,Nagpur,Bhubaneswar,2122363,N,A,5,1,1,0,2652953
12,5,Top Management,Sr. Business Analyst,Aviation,P,Product Manager,Under Grad,,,,,,,,,,Ahmedabad,Bangalore,1683737,N,C,2,4,1,0,1936297
3,3,IT-Software,Scientist,IT,M,Consultant,Grad,Engineering,Pune,2009.0,Engineering,Pune,2011.0,Engineering,Bangalore,2017.0,Ahmedabad,Kanpur,680905,N,A,1,4,0,1,851131
14,13,Banking,Others,BFSI,I,Medical Officer,Under Grad,,,,,,,,,,Mangalore,Guwahati,1208683,N,C,5,4,1,0,1389985
24,10,,Project Manager,Aviation,B,Research Scientist,Grad,Arts,Lucknow,1996.0,Arts,Lucknow,2012.0,,,,Delhi,Mangalore,2401595,N,A,3,0,0,0,3001993
11,10,Top Management,Consultant,Others,L,Consultant,Doctorate,Chemistry,Surat,2000.0,Chemistry,Surat,2002.0,Others,Mangalore,2009.0,Chennai,Mangalore,1940339,Y,Key_Performer,5,4,0,0,2716474
8,4,,Bio statistician,Analytics,J,Manager,Doctorate,Zoology,Lucknow,2012.0,Zoology,Lucknow,2014.0,,,,Mangalore,Bangalore,2136775,N,D,4,0,0,0,2653874
15,5,HR,Senior Researcher,Aviation,G,Product Manager,Under Grad,,,,,,,,,,Pune,Mangalore,2762041,N,Key_Performer,3,2,3,0,3452551
7,2,Banking,Project Manager,Telecom,P,Product Manager,Under Grad,,,,,,,,,,Lucknow,Surat,994472,N,C,4,6,1,0,1143642
9,5,Marketing,Financial Analyst,Aviation,D,Marketing Manager,PG,Mathematics,Mumbai,2005.0,Mathematics,Mumbai,2007.0,Mathematics,Ahmedabad,2011.0,Chennai,Guwahati,1297524,N,B,4,6,0,0,1686781
1,1,Banking,Scientist,Retail,D,Sr.Manager,Grad,Economics,Surat,2012.0,Economics,Surat,2014.0,Economics,Bhubaneswar,2019.0,Delhi,Delhi,509054,Y,B,1,5,0,1,636317
2,1,Marketing,,FMCG,A,Others,Under Grad,,,,,,,,,,Nagpur,Kanpur,470868,Y,B,1,3,3,0,612128
17,0,Others,Sales Manager,IT,F,Assistant Manager,PG,Economics,Jaipur,1996.0,Economics,Jaipur,1998.0,Others,Mangalore,2003.0,Lucknow,Nagpur,2582814,Y,A,5,6,0,0,3409314
17,3,Healthcare,Analyst,Analytics,F,Web Designer,Under Grad,,,,,,,,,,Bhubaneswar,Bhubaneswar,2487940,Y,B,4,6,1,0,3234322
0,0,,,,,fresher,Grad,Statistics,Guwahati,2013.0,Statistics,Guwahati,2015.0,Statistics,Mangalore,2020.0,Delhi,Bhubaneswar,0,N,,0,5,0,0,603298
3,0,Analytics/BI,Bio statistician,Others,K,Software Developer,Doctorate,Economics,Kolkata,2017.0,Economics,Kolkata,2015.0,,,,Mumbai,Mumbai,1266975,N,D,3,0,0,0,1573582
13,7,Accounts,Project Manager,FMCG,C,Network Engineer,Grad,Statistics,Jaipur,1998.0,Statistics,Jaipur,2000.0,Statistics,Kolkata,2007.0,Ahmedabad,Nagpur,2065671,N,A,6,8,4,0,2582088
5,2,Accounts,Sales Execituve,Training,G,Research Analyst,Doctorate,Others,Mumbai,2015.0,Zoology,Mumbai,2014.0,,,,Ahmedabad,Delhi,1103261,N,A,6,2,0,0,1548978
10,2,Top Management,Area Sales Manager,Retail,P,Sr.Manager,Under Grad,,,,,,,,,,Chennai,Nagpur,1367294,N,C,1,0,2,0,1572388
17,7,Marketing,Sales Execituve,BFSI,E,Manager,Grad,Engineering,Mumbai,1994.0,Engineering,Mumbai,1996.0,Engineering,Guwahati,2003.0,Nagpur,Surat,2520902,N,D,3,8,0,0,2899037
17,3,Healthcare,Bio statistician,Insurance,C,HR,Doctorate,Botony,Surat,2003.0,Botony,Surat,2013.0,,,,Delhi,Kanpur,3901714,N,A,6,1,0,0,5267313
8,4,Education,Analyst,Telecom,L,Director,Doctorate,Statistics,Mangalore,2003.0,Statistics,Mangalore,2005.0,Statistics,Mumbai,2012.0,Bhubaneswar,Ahmedabad,1981258,N,D,4,7,0,0,2460722
9,9,Others,Sales Manager,Analytics,M,Research Analyst,Under Grad,,,,,,,,,,Pune,Kolkata,1221809,Y,C,5,6,3,0,1461283
24,13,HR,CEO,Telecom,E,fresher,Grad,Zoology,Pune,1996.0,Zoology,Pune,2015.0,,,,Pune,Surat,2434212,N,D,4,2,0,0,2799343
15,8,Healthcare,Project Manager,Retail,G,Medical Officer,PG,Zoology,Kolkata,1999.0,Zoology,Kolkata,2001.0,Others,Nagpur,2005.0,Bangalore,Mangalore,2206866,N,C,3,7,1,0,2639411
9,2,Engineering,Senior Researcher,Insurance,E,Research Analyst,Doctorate,Psychology,Delhi,2011.0,Others,Delhi,2012.0,,,,Ahmedabad,Jaipur,1877276,N,D,6,2,0,0,2331576
19,10,IT-Software,Sales Manager,IT,G,Manager,Grad,Chemistry,Jaipur,1992.0,Chemistry,Jaipur,1994.0,Chemistry,Ahmedabad,2001.0,Pune,Kanpur,2499931,Y,D,6,3,0,0,2943918
7,6,Top Management,Bio statistician,Retail,I,Assistant Manager,PG,Statistics,Pune,2013.0,Statistics,Pune,2022.0,,,,Kolkata,Delhi,707992,N,D,4,0,1,0,846758
21,18,Banking,Project Manager,Training,C,fresher,Doctorate,Sociology,Jaipur,1999.0,,,,,,,Jaipur,Nagpur,2987357,N,Key_Performer,5,0,0,0,4032931
8,7,IT-Software,Analyst,FMCG,H,Others,Under Grad,,,,,,,,,,Mangalore,Jaipur,1199910,Y,A,6,8,2,0,1622278
9,4,Sales,Bio statistician,BFSI,P,Assistant Manager,PG,Mathematics,Jaipur,2011.0,Mathematics,Jaipur,2020.0,,,,Lucknow,Bhubaneswar,2260295,N,D,1,0,1,0,2703312
13,2,HR,Sales Execituve,Aviation,H,Marketing Manager,Doctorate,Economics,Guwahati,2000.0,Economics,Guwahati,2002.0,Economics,Jaipur,2007.0,Nagpur,Lucknow,1791236,N,C,3,8,0,0,2224715
8,6,Engineering,Sales Manager,IT,B,Data Analyst,PG,Chemistry,Surat,2003.0,Chemistry,Surat,2005.0,Chemistry,Surat,2012.0,Delhi,Surat,1067997,Y,C,4,3,0,0,1296975
24,7,Banking,Team Lead,BFSI,H,Network Engineer,Grad,Chemistry,Lucknow,1996.0,Chemistry,Lucknow,2022.0,,,,Kanpur,Pune,2508540,N,A,2,0,4,0,3135675
